,date,评分,comments
0,2024-05-16,5,我玩过最长的漂流，设施挺不错的。唯一的缺点大概是排队太久了吧，如果天气热很晒的话，排队很煎熬。途中有点晒，一定要做好物理防晒，戴帽子啥的。
1,2024-05-03,5,全程刺激，玩的很快乐
2,2024-04-30,5,很好，很值得去
3,2024-04-23,5,不错很好好
4,2023-12-09,5,非常好玩，中途打水仗是孩子们的天下，一路风景一路笑声，携程旅行网提前预约，特别方便，价格优惠，满意，性价比超高，旅游景点也有攻略……
5,2023-11-30,5,一家人加上小舅子一家人出游！ 很不错的一次体验！ 明年再来，把爸爸妈妈也带着一起体检一下！ 很刺激，整个过程差不多2小时！ 带身高低于1米2的小朋友只能玩半程，有点遗憾！
6,2024-04-02,5,夏天去玩一回超爽滴要选择最热的天去比较合适……玩的超级爽啊……
7,2023-12-01,5,皖西是个好地方，霍山大峡谷漂流非常值得，明年还来
8,2024-03-03,5,不错的体验，但水质要提高，居然看到有人养鸭子
9,2023-08-10,5,8月5号去的，11点多到的，不少人，车慢慢也不怎么堵。12点下的水，全程较刺激，弯道很多，水流较大，船也多，但总体有秩序，全程岸边和水里的工作人员很多。大人孩子玩得都很嗨。可能由于人多，有的游客不注意保护环境，水里的饮料瓶和塑料袋不少。这样好山好水的地方，一定要注意保护啦。下午不到三点上来，开车就慢慢堵起来了，幸好我们三辆车都在大堵车之前出来了。第二天去了皖西大裂谷，天太热，要爬山，现在不建议去。在陡沙河温泉小镇住了一夜，很好啊，泡温泉带孩子玩水乐园，周边民宿啊土家菜啊都很多。总之我觉得适合休闲旅游的好地方。
10,2024-04-12,5,还不错，可以去体验下
11,2024-03-22,5,是我玩过最好要的漂流
12,2024-04-07,5,很好，玩的很开心
13,2024-02-20,5,很好，非常满意
14,2024-03-02,5,真的很好玩
15,2022-07-11,5,去之前做足了攻略，看到评论里好多人说会受伤，带了很多磕碰药品，还有洗漱用品换洗衣物以及吹风机（这些一定要带，否则淋浴间啥也没有，人满为患），漂流的时候一定要拉好皮划艇上的拉手，不然在水流急的地方容易甩出去，都是六个人一个船，最好找那种硬汉拼船，否则会被泼的很惨，。玩漂流就是互相泼水才有意思，如果是那种很爱计较别人泼你，玩不起的那种人我劝你最好别去，不然你体会不到玩漂流的乐趣。 我们是从阜阳自驾过去的，十一点到地方，开始排队取票取装备，在中午很热的时候玩水太舒适了，防晒一定要做好，长袖长裤再加上手套帽子和袜子，女生一定要多穿点，因为泡水里几个小时还是挺凉的。不要买水枪，玩两下很容易坏，水瓢是必备的，战斗力很强。有洁癖的人最好也不要去玩，因为水有点臭臭的。 上午玩漂流，下午可以定个在万情峡的民宿，要提前定好，不然订不到，周边吃点当地农家饭，晚上去万情峡可以爬爬小山，大汗淋漓然后去看演出，别有一番风味，有抗日情景剧表演，晚上还有篝火晚会，一定要参与进去，一定要参与进去，一定要参与进去，重要的事情说三遍，否则真的体会不到那种快乐。 这次一天半的旅行，真的很快乐，大家可以去体验
16,2022-06-13,5,【六安】霍山大峡谷漂流 天气：晴（太阳一丢丢大） 日期：2022.6.11 地址：六安霍山 时长：干架的要三个多小时 普通的差不多2个多小时 票价：198一个人包含大巴车票（‼️上山一定要记得去漂流起点的大树下取号‼️）叫号漂流不容易乱 还蛮快的！ 文案：🈚夏天不漂流‼️ 装备建议： 1、姐妹们一定要做好防晒准备！一定要带防晒霜只要是漏出来的地方就使劲涂，男孩子也要涂‼️真的是超级晒(但阴天还会好一点，但天气谁说的准啊！不涂就会晒得黑红‼️）最好还是可以穿长袖 物理防晒我觉得还是最管用的🌝 2、护目镜➕耳塞‼️不然到时候你真的会被泼的看不见听不见🥹我当时就是耳朵进了好多水‼️不知道被谁水枪一直喷射 看不见听不见的🥲 3、一定要买盆（厚一点的），水瓢很容易断 我们带了四个去！一个跟人换了两个小水枪 一个不知道啥时候手柄就断了🥲有个人带了粪瓢🥹真的全场最有用武器‼️
17,2023-08-09,4,我们是从湖北慕名而来的，湖北的漂流基本都玩过。 周末游客非常多，游客中心也就是漂流终点，停车方便，自助机器取票不花时间，但是漂流起点排队叫号等了一个多小时。 凭票领救生衣头盔，坐摆渡车，洗澡，这些都不再花钱，比湖北很多漂流要好，就是洗澡没有帘子，大家坦诚相对，而且两个洗浴中心的洗澡间加起来也紧张。 漂流时间很长，总共八公里，我们需要赶着回家，没怎么逗留，都玩整整一个半小时，湖北漂流没有这么长的，而且这边游客在起始点都打半天水仗，算上漂流过程中打水仗平缓区，还有上岸吃饭抽烟的，玩两三个小时确实可以。 整体而言，漂流刺激性不行，比不上宜昌，麻城和黄冈的，这个漂流漂一段缓冲一段，每一段落差都不大，就是水比较急，能够湿全身的浪也比较少。 最大的乐趣就是打水仗，特别是每艘船4-6人挤在一起非常欢乐，每个缓冲区就是给大家打水仗，安徽朋友真是随时可以开干，认识的不认识的，就像泼水节一样直接开喷。盆是核心装备，可以近战，还能划船；水枪能够在远程压制对方，也不可或缺。 不过这里的水有点腥臭，衣服挤出来黄水，其实不适合打水仗，有一个船惹我们，我直接加特林突突突射他们眼睛和口里，感觉他们要骂人了，哈哈哈溜了
18,2023-09-05,5,全程有8km，漂两个小时，很好玩。第一次玩这么时间长时间的漂流很刺激，水仗打的也很开心。挺人性化的，结束后还有热水洗澡。
19,2024-03-22,4,就还行，位置有点偏，水质跟金刚台有差距
20,2023-12-28,5,每年夏天都要来漂流的地方，惊险、刺激，全程打水仗，累并快乐着。
21,2024-02-23,4,堵堵堵、协调不行
22,2024-02-11,5,早点去排队人数少很多，漂流长度很长，体验很好
23,2023-11-28,4,玩的很刺激，风景也很好，但是景区内部交通管理落后排了很多冤枉队列，硬件可以，软服务不行，可以值得去玩，为了景色牺牲一点吧
24,2024-01-30,5,值得去，人比较多，人多漂流才有意思
25,2023-12-06,5,可以哦，人多得很，还好提前订的票
26,2023-08-09,5,霍山大峡谷8.5人超多，人气爆棚，不愧华东第一漂！
27,2023-11-30,5,人太多了，体验感不好
28,2023-11-30,5,人太多，体验感不好
29,2023-11-17,5,很好玩，可以去
30,2023-11-17,5,很好玩，可以去
31,2023-12-16,5,人多的地方吗
32,2023-12-16,5,人很多的啊！
33,2024-02-04,5,推荐去玩的
34,2023-11-21,5,挺不错的，
35,2023-11-17,5,值得体验
36,2022-06-28,5,不错值得推荐，全程漂流将近两个小时。很刺激，要带一套衣服出来的时候有洗澡的地方可以吧以后换了，安全也还可以自己注意不要违规就很安全。整个漂流途中有好几个休息点可以上岸休息一会喝喝水吃吃东西和抽抽烟（都是有商家卖的自己只要带手机就行了）。对了老人不适合去玩的哈！
37,2022-07-08,5,很不错，自驾去的，导航到下码头，然后去游客服务中心换票，领救生衣，然后做景交去上码头。买的水枪和瓢，都用到了，打水仗欢声笑语的很开心。漂流结束有淋雨的地方很方便。
38,2023-09-20,5,霍山大峡谷漂流中评： 本次评价主要针对霍山大峡谷漂流，从景点体验、服务质量、性价比、漂流体验、综合感受、配套设施、环境卫生和安全性能等方面进行客观评价。 1. 景点体验 霍山大峡谷漂流位于安徽省六安市霍山县，拥有得天独厚的地理环境和自然风光。在漂流过程中，游客可以欣赏到峡谷两岸的险峻山峰、翠绿的山林和清澈的河水。此外，景区内的龙潭瀑布、摩崖石刻等景观也非常值得一看。总的来说，霍山大峡谷漂流是一个非常美丽的景点，让人流连忘返。 2. 服务质量 在接待方面，景区工作人员态度热情，能够主动为游客提供帮助。同时，景区内漂流河道两旁均设有防护栏，保证游客的安全。此外，景区还为游客提供免费的救生衣和头盔，让人感到非常贴心。 在导游方面，景区提供专业的导游服务，能够为游客详细介绍景区的历史和文化背景。在漂流过程中，导游还会为游客讲解沿途的景点，让人对整个漂流过程有更深入的了解。 3. 性价比 霍山大峡谷漂流作为安徽省内较为知名的漂流景区，其价格相对较高。但是从其硬件设施、服务质量和旅游体验来看，还是比较值得一游的。与同类漂流景区相比，霍山大峡谷漂流的价格略高，但是其良好的服务和景色让人觉得
39,2023-09-08,5,超级棒，值得游玩，青山绿水，天然氧吧，户外活动超震撼人心，漂流刺激，非常好玩，玩过漂流再去六万情峡，晚上有篝火晚会，还有烟花秀，真是玩的尽兴，玩的很嗨，再吃吃当地土菜，真心很好，值得推荐游玩！
40,2023-08-11,5,第二次来漂流了，还是非常好的体验，刺激安全性还很好，人很多但秩序井然，漂流时也不拥挤，时间将近一个半小时，在狭谷中，周边风景也不错，打水仗很有趣，上来后还有免费的淋浴，淋喷头很多，不用排队
41,2024-01-11,4,人太多了，服务跟不上
42,2024-01-08,4,惊险刺激还会再来
43,2023-10-09,5,已经连续第二年去了，几家一起去玩挺开心的，打水仗，感觉非常好，比较刺激，而且时间还长，差不多100多分钟，玩过的漂流中最刺激的一个
44,2023-08-03,5,漂流不休息大概一个半小时，玩的很开心。建议非周末去，工作日人正好。陌生人互相玩的也很好。
45,2023-08-08,4,我们周五去的，没什么人，排队取票，领取救生衣，坐大巴都很顺畅没什么意外情况。还是很幸运的。漂流也是一般，不想去第二次，没什么好玩的。住的民宿外卖都没😂，很偏僻。照片上可以看见没什么人。我们第二天也就是周六返回途中刷抖音看见好多人喊退票，还好我们没在休息日去玩。
46,2022-07-08,5,一大家子人一起去的，非常不错。早上10点多到的，然后换票。领救生衣，坐车去上码头。12点多到上码头1点钟开漂，漂流2个多小时 买了水枪和瓢，孩子玩的很开心
47,2023-08-26,5,"很不错的漂流. 每个人在他的人生发轫之初,总有一段时光,没有什么可留恋,只有抑制不住的梦想,没有什么可凭仗,只有他的好身体,没有地方可去,只想到处流浪。"
48,2023-08-25,5,本人芜湖的，和朋友一起坐高铁然后从高铁站租车去霍山玩的。建议早一点去，中午去排队人太多了，我是早上九点多到的，取了票之后就有很多车来了，停车场几乎就停满了，但是早点去水有点冷，记得吃早餐。
49,2023-08-26,5,". 每个人在他的人生发轫之初,总有一段时光,没有什么可留恋,只有抑制不住的梦想,没有什么可凭仗,只有他的好身体,没有地方可去,只想到处流浪。"
50,2023-08-19,5,很刺激，时间也很充裕！建议玩全程，提一点建议：一米三以上儿童跟成人票价一样，确实有点过分了！建议景区跟别的地方一致设置儿童票！
51,2023-09-05,5,华东第一漂 值得去玩 还有六万情峡演出非常精彩
52,2023-08-28,5,霍山大峡谷漂流——一次难忘的冒险之旅 我想分享一次我在霍山大峡谷漂流的经历，这个地方位于安徽省西部，是一个非常受欢迎的旅游目的地。这次漂流体验充满了惊喜和刺激，让我至今难以忘怀。 首先，关于刺激度，霍山大峡谷漂流绝对值得一试。从起点开始，漂流船就会带你进入一个充满急流和落差的旅程。全程大约15公里的漂流河道，落差高达160米，途中你会经过许多惊险的弯道和险峻的瀑布，让你感受到一次又一次的刺激和惊喜。 其次，这里的风景优美也是吸引我的一个重要原因。在漂流的过程中，你可以欣赏到霍山大峡谷壮丽的自然风光，沿途的青山绿水、飞瀑流泉，让人目不暇接。这种在壮美自然景观中漂流的感觉是难以用言语表达的，只有亲身经历才能真正体会。 水质清澈也是一个重要的优点。霍山大峡谷漂流的河水非常干净，水质优良，你可以清楚地看到河底的石头和游来游去的小鱼。在炎热的夏天，这种感觉非常舒适，让人忘记了夏天的炎热。 在服务方面，霍山大峡谷漂流也给我留下了深刻印象。从购票到漂流结束，每一个环节都组织得非常周到。工作人员的态度非常友好，无论你遇到什么问题，他们都会热情地帮助你解决。 安全保障方面也让我感到非常满意。
53,2022-07-30,5,这次带孩子来霍山漂流非常开心。漂流不是很刺激，但是趣味性不错，中途不休息的话一个小时30分钟可以玩完。说漂流2，3个小时的，估计是人特别多的时候。漂流12点开始检票，12点30我们就开漂了。下水就有人泼你，别害羞，用力还击没人生气，下水后就是一片大混战。水枪眼镜耳塞到漂流地点再买，眼镜5元，水枪10元，大点水瓢5元。我们刚到霍山在路口买的眼镜要30两个，还价20买的，还是被坑了。耳塞特别重要，我和女儿没买结果耳朵都进水了，比较难受。里面米饭25一份，凉面15，能吃饱就是价格略高。漂流水质不太清澈，上来洗浴热水温度不错。玩得开心，一点小瑕疵都是不用放在心上的。这个漂流适合所有1.3米以上的朋友来。下次再漂流准备试试金刚台。
54,2023-07-01,5,很开心。体验不错 👌 自然环境优美
55,2022-07-03,5,好玩，全程没有太阳就很完美。虽然中途有小雨，不影响玩，感觉回到了小时候。大家没有顾及的。不认识的人一起相互泼，打水仗超级开心。
56,2023-08-16,5,推荐，夏天去耍水。建议提前做一晚到，第二天一早就去。夏天8点就开始了，一早人少，没有排队。我们去的前一周，太火爆，堵车啦排队啦，有人就中暑了。
57,2023-07-21,5,整体很不错。水不是很清澈，但是总程时间可以，2个女士带3个孩子(14岁左右)。去之前很忐忑，怕我们力量单薄打水仗时干不过人家那些强壮的船队!但是事实证明我们很猛!尽量早点去，上午去玩六万情峡，里面的“大别山实景演出”一定要看!现场观看很震撼!每天11点准时开演不要错过。看完演出出来吃完饭出发漂流!妥妥的!漂流时一定要注意安全。祝大家玩得开心!
58,2023-08-22,5,漂流还可以，但是旁边的加油站强烈不建议在那加油，他会给你少加大概百分之二十的油，我加了200块的油，他给我少加了40多块钱的油
59,2023-07-31,5,霍山大峡谷漂流真是闻名不如见面，漂流全程时间大概两个多小时，刺激，安全，值得一漂😄
60,2023-08-11,5,感觉还行吧 叫号领船 去的比较早 一点都不乱 全程一个半小时 后半程比较平缓了 没什么意思了
61,2022-08-16,5,本以为去了就能直接玩，害得我早上五点多起床就开车去，结果到那取完票说是中午才能放水，大家注意了，去太早真没必要。不想穿防晒衣的，玩的时候一定要把防晒多抹几层，我什么防晒没做，回来两个膝盖直接晒伤，火辣辣的痛，黑了好几个度。最好带双有后带子的洞洞拖鞋，漂流神器啊！总体还是比较好玩的，和我在巴厘岛玩的漂流差不多了。
62,2022-08-14,5,公众号上买的票，车票＋门票一起198，比现场买便宜10元。要戴安全帽和救生衣，太阳很毒，建议提前做好防晒。车要停在下码头，然后坐公交上去，下公交后要第一时间去大树下面取票，是叫号的！ 一下水大家就开始混战，瓢或者水枪最好提前买好，不要在景区买，很贵而且质量很差，一下水瓢就烂了，水枪也坏了，后面半程都是靠在水里捡的瓢玩。整个过程大概两个小时吧，趣味性很足很好玩，不是很刺激，适合全家人一起，工作人员也会泼水给你，大家一起玩很开心。
63,2023-08-13,5,现场218元，团购性价比很高，2小时漂流值得去，入住在携程订民宿也很方便。
64,2023-07-31,5,一直听说霍山漂流很好玩，这次感受到了，很刺激，时间长，全程下来两个多小时
65,2023-08-04,5,每年都去的地方，很好！！！
66,2023-08-11,5,千万不要周六周日去，挺刺激好玩的。比我们在石台怪潭漂流要好玩。
67,2022-07-28,5,很棒的一次漂流，当天去的时候是阴天，离停车场还有10分钟路程时竟然下起了小雨，可到达时，人山人海，路边，场地内停满了车辆，谁也没有关心天气。下水后，全程2个多小时，刺激的漂流和混乱的水仗，认识的和不认识的都是敌人，此时是放松的，感觉水都是温暖的，唯一遗憾的是为何在岸上没有购几把威力大些的水枪，这样就可以一人挑战十艇。
68,2022-07-04,5,很喜欢，明年我还要来，战斗机就是水枪，水盆没用太重了，今天天气很好，但是我们漂完就下大雨了。哈哈哈。
69,2023-10-06,5,好玩！夏天清凉好去处！玩的真是很开心！下次还想去！
70,2023-08-20,4,景区景色和项目是很不错了，大部分工作人员都很认真负责，尤其是入口检票漂流的保安师傅，亲自讲解安全帽和救生衣穿法，还帮我们亲手带，售票姐姐咨询小哥都很热情，漂流过程的安全员也很负责。 下面说说体验感极差的俩点，我们去的早，水有点凉，中途一半的时候，小孩不愿意了，就在中途的休息站停下来了，跟工作人员表示有交通工具回服务中心吗？工作人员说他们有私家车可以送，开价100，我以为会很远，结果10分钟不到的路程，收了90，有种趁火打劫的感觉，当地人感觉应该开着致富的吧。 其二，女卫生间门口的短发中年女工作人员，态度真的是其实恶劣，我们下来的早，洗澡的时候放了好久没有热水，然后让她帮忙问下回事，她当时躺在更衣的长条凳子上睡会，估计是耽误她睡觉了，上来就冲我“我又不是烧水的，我怎么知道”光着身子我们也不能出去啊，当时求助上卫生间的游客，让她出去问下工作人员，原来是让使劲多放一会。那种无奈真的去没法形容，后来观察了一会她不仅冲一个人，好像对谁都不友好，卫生间是游客必去的地方，这种工作人员就没有必要留下去了，不要一颗老鼠屎坏了一锅汤。 总体来讲其他工作人员还有辅警大巴司机真的都很好。
71,2023-08-16,5,值得推荐，一定要提前在携程买票。原价208元，买到178元，省了30元/人呢。
72,2023-07-06,4,1.3以下的小朋友只能漂半程，半程票100元，但其实没有一半那么长。洗澡的地方再扩大一点就好了，太挤了。其他都挺好的。山里的水还是凉的。
73,2023-08-19,5,很刺激，孩子们玩的很开心！已经是第三年来这个地方了！避暑的最佳选择
74,2023-07-10,5,现场很精彩~非常值得一看~
75,2022-06-09,5,我们去的人 都说怪好玩的
76,2023-08-15,4,感觉还好，都很热情
77,2023-08-25,5,携程推出购票平台，特别方便，出票很快，退票很快，携程旅行攻略真实可靠，可以更好的安排时间，推荐
78,2023-08-15,5,好玩，刺激！
79,2023-08-15,5,好玩刺激！
80,2023-07-21,5,【景色】这里的景色很美，漂流很凉爽，刺激呀哈哈😆
81,2023-08-12,5,漂流非常刺激，适合夏天。记得抓好扶手，不然容易掉下去！适合会打水仗的宝宝们，记得带好水枪迎战吧！这个夏天怎么能不去漂流一次呢？
82,2023-08-26,5,周四去的早，人不算多，几乎不排队，全程愉快。
83,2023-09-21,5,很好玩，连续去了两趟了，每年都要前去一次
84,2022-07-13,5,漂流过程中摊贩价格太高，一桶泡面15元
85,2022-07-18,5,服务太差，十点不到在山上等到一点，工作人员在来告诉你，要拿票去大树下领排队票， 在山上傻等到四五个小时，实在让人无法理解，这样的服务行为。
86,2023-08-12,4,总体来说还是不错的，就是水有点脏
87,2023-08-05,5,非常好玩，漂流过程非常刺激，其他游客非常热情，都能打成一片，交通及其便利，也就结束后等了2小时才出场，服务非常好
88,2023-08-20,5,挺好玩的，比其他平台便宜20
89,2023-07-07,4,水太黄了吧 感觉脏脏的呜呜呜 但是还是挺好玩的
90,2023-08-02,5,很不错的地方 价位适中
91,2023-08-17,5,卫生干净，服务态度超棒，来霍山首选
92,2023-10-03,5,1个半小时的漂流行程，记得要带水瓢和盆，要不然会被虐
93,2023-08-21,5,很棒很棒很棒
94,2022-08-10,4,今天跟团去的，我比较懒，没有拍任何照片。景色个人感觉还不错，不过一眼看上去，就知道是个县级的私人开发的景区。景区里面的商品售价还可以，不算贵。服务态度也还不错。玩的过程中，比较刺激的落差，个人感觉，有那么一两个，可能是我在游乐场上了7年班的缘故，一般的刺激对我来说都不咋地！里面很多地方需要收船桨去手动划水。比较是个带孩子去玩，幼儿园中班到初中生高中生都适合。从上船到下船一个半小时左右。除了没有我想象中的刺激，船桨划水比较多外，其他都还行。景区在深山沟子里面，山路较多，个人感觉，跟团比较划算。跟团去的话，景区放水量比较大。听同行的游客说，前天有朋友自驾去玩，水很少，玩的不尽兴。而且跟团价格也便宜不少。比网上买票还便宜。
95,2022-07-02,5,夏天一定要来玩一下，我们全家都来玩过的，现在比以前改善了不少
96,2021-08-02,4,我们四大一小去玩的，我和我爸完了全程后，又陪小孩他们完了半程，环境特好，漂流也不错，全程1个小时20分钟。 唯一不满意的是服务态度特别差，在中段小孩漂流开始那段，几个20几岁的服务人员就在那里站着，让他们帮忙推一下船，他们还骂人，最后我们自己推的，其中有一个骂人的男的，制服编号：BA0002，试问景区老板雇你们来就是吃白食、翻白眼，辱骂客人的吗？一扫这次漂流的好心情。
97,2023-08-22,5,玩的很开心，出票快，服务很好，订票很方便，支付也很方便，订单确认速度很快
98,2023-08-05,5,周末人有点多，漂流整体还可以，也有洗澡的地方，周末尽量早点过去，做好防晒
99,2023-09-21,5,公司团建，第三次去这里，感觉非常有意思。大家一定下次一定要错峰出行哦
100,2023-08-21,4,挺爽的，就是要看好天气预报哦
101,2023-08-02,5,好玩，漂流时间长，建议穿长袖长裤，注意防晒。有几个地点水流急，会呛水
102,2023-07-28,5,第二次来了，孩子很开心！
103,2023-08-21,5,携程买景区门票。方便又快捷。。。。而且还有优惠。。真的挺好用。
104,2023-08-21,5,携程买景区门票。方便又快捷。。。。而且还有优惠。。真的挺好用。
105,2023-07-29,5,都很好，就是取票之后票被人偷了被人刷了，自己重新现场买了一张票
106,2023-08-26,5,假期带家人游玩放松，漂流时间大概两个多小时，都很喜欢很开心。
107,2023-08-20,5,体验不错，小孩很喜欢
108,2023-08-04,5,值得一去，明年还去
109,2022-08-16,5,很好玩，每年都会去
110,2022-08-08,4,周末早上8点到那取票就行，早一点不用排队，商务没那么晒。9点还没到就开始漂了，10：30出来的。前半场毕竟刺激，盆都掉了一个。值得一去。 但是景区取救生衣那里排队秩序混乱，有待提高
111,2023-09-18,5,非常棒 连续去了好几年 以后还是会接着去 一定要带舀子和枪哦
112,2023-08-19,4,还好，漂流很刺激六万情峡的演员们很可爱，到霍山环境一般
113,2022-09-04,5,每年都和同事们一起去打水仗，今年第三年了吧，比较了很多地方还是这里最好玩，现在成了我们公司的企业文化了。 大家工作上的不开心不愉快，到这里尽情释放，有冤报冤，有仇报仇，哈哈哈哈
114,2022-09-04,5,每年都和同事们一起去打水仗，今年第三年了吧，比较了很多地方还是这里最好玩，现在成了我们公司的企业文化了。 大家工作上的不开心不愉快，到这里尽情释放，有冤报冤，有仇报仇，哈哈哈哈
115,2022-09-04,5,每年都和同事们一起去打水仗，今年第三年了吧，比较了很多地方还是这里最好玩，现在成了我们公司的企业文化了。 大家工作上的不开心不愉快，到这里尽情释放，有冤报冤，有仇报仇，哈哈哈哈
116,2022-09-04,5,每年都和同事们一起去打水仗，今年第三年了吧，比较了很多地方还是这里最好玩，现在成了我们公司的企业文化了。 大家工作上的不开心不愉快，到这里尽情释放，有冤报冤，有仇报仇，哈哈哈哈
117,2022-09-04,5,每年都和同事们一起去打水仗，今年第三年了吧，比较了很多地方还是这里最好玩，现在成了我们公司的企业文化了。 大家工作上的不开心不愉快，到这里尽情释放，有冤报冤，有仇报仇，哈哈哈哈
118,2022-09-04,5,每年都和同事们一起去打水仗，今年第三年了吧，比较了很多地方还是这里最好玩，现在成了我们公司的企业文化了。 大家工作上的不开心不愉快，到这里尽情释放，有冤报冤，有仇报仇，哈哈哈哈
